"Species","Trap","Year","Distance","Cover"
"Craspedia gracilis",4,2021,"1m",0
"Craspedia gracilis",4,2021,"5m",0
"Craspedia gracilis",4,2021,"10m",0
"Craspedia gracilis",4,2021,"15m",0
"Grevillea australis",4,2021,"1m",0
"Grevillea australis",4,2021,"5m",0
"Grevillea australis",4,2021,"10m",0
"Grevillea australis",4,2021,"15m",0
"Hovea montana",4,2021,"1m",0
"Hovea montana",4,2021,"5m",1
"Hovea montana",4,2021,"10m",0
"Hovea montana",4,2021,"15m",1
"Hypochaeris radicata",4,2021,"1m",1
"Hypochaeris radicata",4,2021,"5m",1
"Hypochaeris radicata",4,2021,"10m",0
"Hypochaeris radicata",4,2021,"15m",1
"Kunzea muelleri",4,2021,"1m",0
"Kunzea muelleri",4,2021,"5m",0
"Kunzea muelleri",4,2021,"10m",0
"Kunzea muelleri",4,2021,"15m",0
"Leptorhynchos squamatus",4,2021,"1m",0
"Leptorhynchos squamatus",4,2021,"5m",0
"Leptorhynchos squamatus",4,2021,"10m",0
"Leptorhynchos squamatus",4,2021,"15m",0
"Luzula modesta",4,2021,"1m",1
"Luzula modesta",4,2021,"5m",1
"Luzula modesta",4,2021,"10m",0
"Luzula modesta",4,2021,"15m",1
"Microseris lanceolata",4,2021,"1m",0
"Microseris lanceolata",4,2021,"5m",1
"Microseris lanceolata",4,2021,"10m",0
"Microseris lanceolata",4,2021,"15m",0
"Olearia brevipedunculata",4,2021,"1m",0
"Olearia brevipedunculata",4,2021,"5m",0
"Olearia brevipedunculata",4,2021,"10m",0
"Olearia brevipedunculata",4,2021,"15m",0
"Olearia frostii",4,2021,"1m",0
"Olearia frostii",4,2021,"5m",1
"Olearia frostii",4,2021,"10m",0
"Olearia frostii",4,2021,"15m",1
"Oreomyrrhis eriopoda",4,2021,"1m",0
"Oreomyrrhis eriopoda",4,2021,"5m",0
"Oreomyrrhis eriopoda",4,2021,"10m",0
"Oreomyrrhis eriopoda",4,2021,"15m",1
"Orites lancifolius",4,2021,"1m",0
"Orites lancifolius",4,2021,"5m",1
"Orites lancifolius",4,2021,"10m",0
"Orites lancifolius",4,2021,"15m",1
"Ozothamnus alpinus",4,2021,"1m",0
"Ozothamnus alpinus",4,2021,"5m",0
"Ozothamnus alpinus",4,2021,"10m",0
"Ozothamnus alpinus",4,2021,"15m",0
"Pappochroma bellidioides",4,2021,"1m",0
"Pappochroma bellidioides",4,2021,"5m",0
"Pappochroma bellidioides",4,2021,"10m",0
"Pappochroma bellidioides",4,2021,"15m",0
"Pappochroma nitidum",4,2021,"1m",0
"Pappochroma nitidum",4,2021,"5m",0
"Pappochroma nitidum",4,2021,"10m",0
"Pappochroma nitidum",4,2021,"15m",0
"Pentachondra pumila",4,2021,"1m",0
"Pentachondra pumila",4,2021,"5m",0
"Pentachondra pumila",4,2021,"10m",0
"Pentachondra pumila",4,2021,"15m",0
"Phebalium squamulosum",4,2021,"1m",0
"Phebalium squamulosum",4,2021,"5m",0
"Phebalium squamulosum",4,2021,"10m",0
"Phebalium squamulosum",4,2021,"15m",0
"Pimelea axiflora",4,2021,"1m",0
"Pimelea axiflora",4,2021,"5m",0
"Pimelea axiflora",4,2021,"10m",0
"Pimelea axiflora",4,2021,"15m",0
"Plantago euryphylla",4,2021,"1m",0
"Plantago euryphylla",4,2021,"5m",1
"Plantago euryphylla",4,2021,"10m",0
"Plantago euryphylla",4,2021,"15m",1
"Poa costiniana",4,2021,"1m",0
"Poa costiniana",4,2021,"5m",0
"Poa costiniana",4,2021,"10m",0
"Poa costiniana",4,2021,"15m",1
"Poa hiemata",4,2021,"1m",1
"Poa hiemata",4,2021,"5m",1
"Poa hiemata",4,2021,"10m",0
"Poa hiemata",4,2021,"15m",1
"Poa hothamensis",4,2021,"1m",0
"Poa hothamensis",4,2021,"5m",0
"Poa hothamensis",4,2021,"10m",0
"Poa hothamensis",4,2021,"15m",1
"Poa phillipsiana",4,2021,"1m",0
"Poa phillipsiana",4,2021,"5m",0
"Poa phillipsiana",4,2021,"10m",0
"Poa phillipsiana",4,2021,"15m",0
"Prasophyllum sp.",4,2021,"1m",0
"Prasophyllum sp.",4,2021,"5m",0
"Prasophyllum sp.",4,2021,"10m",0
"Prasophyllum sp.",4,2021,"15m",1
"Ranunculus victoriensis",4,2021,"1m",0
"Ranunculus victoriensis",4,2021,"5m",1
"Ranunculus victoriensis",4,2021,"10m",0
"Ranunculus victoriensis",4,2021,"15m",1
"Rytidosperma nudiflorum",4,2021,"1m",0
"Rytidosperma nudiflorum",4,2021,"5m",1
"Rytidosperma nudiflorum",4,2021,"10m",0
"Rytidosperma nudiflorum",4,2021,"15m",1
"Scleranthus biflorus",4,2021,"1m",0
"Scleranthus biflorus",4,2021,"5m",1
"Scleranthus biflorus",4,2021,"10m",0
"Scleranthus biflorus",4,2021,"15m",1
"Scleranthus singuliflorus",4,2021,"1m",0
"Scleranthus singuliflorus",4,2021,"5m",0
"Scleranthus singuliflorus",4,2021,"10m",0
"Scleranthus singuliflorus",4,2021,"15m",1
"Senecio gunnii",4,2021,"1m",0
"Senecio gunnii",4,2021,"5m",0
"Senecio gunnii",4,2021,"10m",0
"Senecio gunnii",4,2021,"15m",1
"Senecio pinnatifolius",4,2021,"1m",0
"Senecio pinnatifolius",4,2021,"5m",0
"Senecio pinnatifolius",4,2021,"10m",0
"Senecio pinnatifolius",4,2021,"15m",0
"Stackhousia monogyna",4,2021,"1m",0
"Stackhousia monogyna",4,2021,"5m",0
"Stackhousia monogyna",4,2021,"10m",0
"Stackhousia monogyna",4,2021,"15m",0
"Stylidium sp.",4,2021,"1m",0
"Stylidium sp.",4,2021,"5m",0
"Stylidium sp.",4,2021,"10m",0
"Stylidium sp.",4,2021,"15m",0
"Tasmannia xerophila",4,2021,"1m",0
"Tasmannia xerophila",4,2021,"5m",0
"Tasmannia xerophila",4,2021,"10m",0
"Tasmannia xerophila",4,2021,"15m",0
"Trachymene humilis",4,2021,"1m",0
"Trachymene humilis",4,2021,"5m",0
"Trachymene humilis",4,2021,"10m",0
"Trachymene humilis",4,2021,"15m",0
"Trisetum spicatum",4,2021,"1m",0
"Trisetum spicatum",4,2021,"5m",0
"Trisetum spicatum",4,2021,"10m",0
"Trisetum spicatum",4,2021,"15m",1
"Viola betonicifolia",4,2021,"1m",0
"Viola betonicifolia",4,2021,"5m",0
"Viola betonicifolia",4,2021,"10m",0
"Viola betonicifolia",4,2021,"15m",1
"Xerochrysum subundulatum",4,2021,"1m",0
"Xerochrysum subundulatum",4,2021,"5m",0
"Xerochrysum subundulatum",4,2021,"10m",0
"Xerochrysum subundulatum",4,2021,"15m",0
"Acaena novae-zelandiae",5,2021,"1m",0
"Acaena novae-zelandiae",5,2021,"5m",0
"Acaena novae-zelandiae",5,2021,"10m",0
"Acaena novae-zelandiae",5,2021,"15m",1
"Acetosella vulgaris",5,2021,"1m",1
"Acetosella vulgaris",5,2021,"5m",1
"Acetosella vulgaris",5,2021,"10m",0
"Acetosella vulgaris",5,2021,"15m",1
"Acrothamnus montanus",5,2021,"1m",0
"Acrothamnus montanus",5,2021,"5m",0
"Acrothamnus montanus",5,2021,"10m",0
"Acrothamnus montanus",5,2021,"15m",0
"Agrostis venusta",5,2021,"1m",0
"Agrostis venusta",5,2021,"5m",0
"Agrostis venusta",5,2021,"10m",0
"Agrostis venusta",5,2021,"15m",0
"Argyrotegium fordianum",5,2021,"1m",0
"Argyrotegium fordianum",5,2021,"5m",1
"Argyrotegium fordianum",5,2021,"10m",0
"Argyrotegium fordianum",5,2021,"15m",1
"Asperula gunnii",5,2021,"1m",0
"Asperula gunnii",5,2021,"5m",0
"Asperula gunnii",5,2021,"10m",0
"Asperula gunnii",5,2021,"15m",0
"Bossiaea sericea",5,2021,"1m",0
"Bossiaea sericea",5,2021,"5m",0
"Bossiaea sericea",5,2021,"10m",0
"Bossiaea sericea",5,2021,"15m",0
"Brachyscome decipiens",5,2021,"1m",0
"Brachyscome decipiens",5,2021,"5m",1
"Brachyscome decipiens",5,2021,"10m",0
"Brachyscome decipiens",5,2021,"15m",1
"Brachyscome spathulata",5,2021,"1m",0
"Brachyscome spathulata",5,2021,"5m",0
"Brachyscome spathulata",5,2021,"10m",0
"Brachyscome spathulata",5,2021,"15m",0
"Carex breviculmis",5,2021,"1m",0
"Carex breviculmis",5,2021,"5m",0
"Carex breviculmis",5,2021,"10m",0
"Carex breviculmis",5,2021,"15m",0
"Carex hebes",5,2021,"1m",1
"Carex hebes",5,2021,"5m",1
"Carex hebes",5,2021,"10m",0
"Carex hebes",5,2021,"15m",1
"Celmisia costiniana",5,2021,"1m",0
"Celmisia costiniana",5,2021,"5m",0
"Celmisia costiniana",5,2021,"10m",0
"Celmisia costiniana",5,2021,"15m",1
"Colobanthus affinis",5,2021,"1m",0
"Colobanthus affinis",5,2021,"5m",0
"Colobanthus affinis",5,2021,"10m",0
"Colobanthus affinis",5,2021,"15m",1
"Cotula alpina",5,2021,"1m",0
"Cotula alpina",5,2021,"5m",1
"Cotula alpina",5,2021,"10m",0
"Cotula alpina",5,2021,"15m",1
"Craspedia aurantia",5,2021,"1m",1
"Craspedia aurantia",5,2021,"5m",1
"Craspedia aurantia",5,2021,"10m",0
"Craspedia aurantia",5,2021,"15m",1
"Craspedia gracilis",5,2021,"1m",0
"Craspedia gracilis",5,2021,"5m",0
"Craspedia gracilis",5,2021,"10m",0
"Craspedia gracilis",5,2021,"15m",1
"Grevillea australis",5,2021,"1m",0
"Grevillea australis",5,2021,"5m",0
"Grevillea australis",5,2021,"10m",0
"Grevillea australis",5,2021,"15m",0
"Hovea montana",5,2021,"1m",0
"Hovea montana",5,2021,"5m",0
"Hovea montana",5,2021,"10m",0
"Hovea montana",5,2021,"15m",1
"Hypochaeris radicata",5,2021,"1m",0
"Hypochaeris radicata",5,2021,"5m",1
"Hypochaeris radicata",5,2021,"10m",0
"Hypochaeris radicata",5,2021,"15m",1
"Kunzea muelleri",5,2021,"1m",0
"Kunzea muelleri",5,2021,"5m",0
"Kunzea muelleri",5,2021,"10m",0
"Kunzea muelleri",5,2021,"15m",0
"Leptorhynchos squamatus",5,2021,"1m",0
"Leptorhynchos squamatus",5,2021,"5m",0
"Leptorhynchos squamatus",5,2021,"10m",0
"Leptorhynchos squamatus",5,2021,"15m",0
"Luzula modesta",5,2021,"1m",0
"Luzula modesta",5,2021,"5m",1
"Luzula modesta",5,2021,"10m",0
"Luzula modesta",5,2021,"15m",1
"Microseris lanceolata",5,2021,"1m",0
"Microseris lanceolata",5,2021,"5m",0
"Microseris lanceolata",5,2021,"10m",0
"Microseris lanceolata",5,2021,"15m",0
"Olearia brevipedunculata",5,2021,"1m",0
"Olearia brevipedunculata",5,2021,"5m",0
"Olearia brevipedunculata",5,2021,"10m",0
"Olearia brevipedunculata",5,2021,"15m",0
"Olearia frostii",5,2021,"1m",0
"Olearia frostii",5,2021,"5m",1
"Olearia frostii",5,2021,"10m",0
"Olearia frostii",5,2021,"15m",1
"Oreomyrrhis eriopoda",5,2021,"1m",0
"Oreomyrrhis eriopoda",5,2021,"5m",0
"Oreomyrrhis eriopoda",5,2021,"10m",0
"Oreomyrrhis eriopoda",5,2021,"15m",0
"Orites lancifolius",5,2021,"1m",0
"Orites lancifolius",5,2021,"5m",0
"Orites lancifolius",5,2021,"10m",0
"Orites lancifolius",5,2021,"15m",0
"Ozothamnus alpinus",5,2021,"1m",0
"Ozothamnus alpinus",5,2021,"5m",0
"Ozothamnus alpinus",5,2021,"10m",0
"Ozothamnus alpinus",5,2021,"15m",0
"Pappochroma bellidioides",5,2021,"1m",0
"Pappochroma bellidioides",5,2021,"5m",0
"Pappochroma bellidioides",5,2021,"10m",0
"Pappochroma bellidioides",5,2021,"15m",1
"Pappochroma nitidum",5,2021,"1m",0
"Pappochroma nitidum",5,2021,"5m",0
"Pappochroma nitidum",5,2021,"10m",0
"Pappochroma nitidum",5,2021,"15m",0
"Pentachondra pumila",5,2021,"1m",0
"Pentachondra pumila",5,2021,"5m",0
"Pentachondra pumila",5,2021,"10m",0
"Pentachondra pumila",5,2021,"15m",0
"Phebalium squamulosum",5,2021,"1m",0
"Phebalium squamulosum",5,2021,"5m",0
"Phebalium squamulosum",5,2021,"10m",0
"Phebalium squamulosum",5,2021,"15m",0
"Pimelea axiflora",5,2021,"1m",0
"Pimelea axiflora",5,2021,"5m",0
"Pimelea axiflora",5,2021,"10m",0
"Pimelea axiflora",5,2021,"15m",0
"Plantago euryphylla",5,2021,"1m",0
"Plantago euryphylla",5,2021,"5m",0
"Plantago euryphylla",5,2021,"10m",0
"Plantago euryphylla",5,2021,"15m",1
"Poa costiniana",5,2021,"1m",0
"Poa costiniana",5,2021,"5m",0
"Poa costiniana",5,2021,"10m",0
"Poa costiniana",5,2021,"15m",0
"Poa hiemata",5,2021,"1m",1
"Poa hiemata",5,2021,"5m",1
"Poa hiemata",5,2021,"10m",0
"Poa hiemata",5,2021,"15m",1
"Poa hothamensis",5,2021,"1m",0
"Poa hothamensis",5,2021,"5m",0
"Poa hothamensis",5,2021,"10m",0
"Poa hothamensis",5,2021,"15m",0
"Poa phillipsiana",5,2021,"1m",0
"Poa phillipsiana",5,2021,"5m",0
"Poa phillipsiana",5,2021,"10m",0
"Poa phillipsiana",5,2021,"15m",0
"Prasophyllum sp.",5,2021,"1m",0
"Prasophyllum sp.",5,2021,"5m",0
"Prasophyllum sp.",5,2021,"10m",0
"Prasophyllum sp.",5,2021,"15m",0
"Ranunculus victoriensis",5,2021,"1m",0
"Ranunculus victoriensis",5,2021,"5m",1
"Ranunculus victoriensis",5,2021,"10m",0
"Ranunculus victoriensis",5,2021,"15m",1
"Rytidosperma nudiflorum",5,2021,"1m",0
"Rytidosperma nudiflorum",5,2021,"5m",1
"Rytidosperma nudiflorum",5,2021,"10m",0
"Rytidosperma nudiflorum",5,2021,"15m",1
"Scleranthus biflorus",5,2021,"1m",1
"Scleranthus biflorus",5,2021,"5m",1
"Scleranthus biflorus",5,2021,"10m",0
"Scleranthus biflorus",5,2021,"15m",1
"Scleranthus singuliflorus",5,2021,"1m",1
"Scleranthus singuliflorus",5,2021,"5m",0
"Scleranthus singuliflorus",5,2021,"10m",0
"Scleranthus singuliflorus",5,2021,"15m",0
"Senecio gunnii",5,2021,"1m",0
"Senecio gunnii",5,2021,"5m",0
"Senecio gunnii",5,2021,"10m",0
"Senecio gunnii",5,2021,"15m",1
"Senecio pinnatifolius",5,2021,"1m",0
"Senecio pinnatifolius",5,2021,"5m",0
"Senecio pinnatifolius",5,2021,"10m",0
"Senecio pinnatifolius",5,2021,"15m",0
"Stackhousia monogyna",5,2021,"1m",0
"Stackhousia monogyna",5,2021,"5m",0
"Stackhousia monogyna",5,2021,"10m",0
"Stackhousia monogyna",5,2021,"15m",0
"Stylidium sp.",5,2021,"1m",0
"Stylidium sp.",5,2021,"5m",0
"Stylidium sp.",5,2021,"10m",0
"Stylidium sp.",5,2021,"15m",0
"Tasmannia xerophila",5,2021,"1m",0
"Tasmannia xerophila",5,2021,"5m",0
"Tasmannia xerophila",5,2021,"10m",0
"Tasmannia xerophila",5,2021,"15m",0
"Trachymene humilis",5,2021,"1m",0
"Trachymene humilis",5,2021,"5m",1
"Trachymene humilis",5,2021,"10m",0
"Trachymene humilis",5,2021,"15m",0
"Trisetum spicatum",5,2021,"1m",0
"Trisetum spicatum",5,2021,"5m",1
"Trisetum spicatum",5,2021,"10m",0
"Trisetum spicatum",5,2021,"15m",0
"Viola betonicifolia",5,2021,"1m",1
"Viola betonicifolia",5,2021,"5m",0
"Viola betonicifolia",5,2021,"10m",0
"Viola betonicifolia",5,2021,"15m",0
"Xerochrysum subundulatum",5,2021,"1m",0
"Xerochrysum subundulatum",5,2021,"5m",0
"Xerochrysum subundulatum",5,2021,"10m",0
"Xerochrysum subundulatum",5,2021,"15m",0
"Acaena novae-zelandiae",6,2021,"1m",0
"Acaena novae-zelandiae",6,2021,"5m",0
"Acaena novae-zelandiae",6,2021,"10m",0
"Acaena novae-zelandiae",6,2021,"15m",0
"Acetosella vulgaris",6,2021,"1m",0
"Acetosella vulgaris",6,2021,"5m",0
"Acetosella vulgaris",6,2021,"10m",0
"Acetosella vulgaris",6,2021,"15m",1
"Acrothamnus montanus",6,2021,"1m",0
"Acrothamnus montanus",6,2021,"5m",0
"Acrothamnus montanus",6,2021,"10m",0
"Acrothamnus montanus",6,2021,"15m",0
"Agrostis venusta",6,2021,"1m",0
"Agrostis venusta",6,2021,"5m",0
"Agrostis venusta",6,2021,"10m",0
"Agrostis venusta",6,2021,"15m",0
"Argyrotegium fordianum",6,2021,"1m",0
"Argyrotegium fordianum",6,2021,"5m",0
"Argyrotegium fordianum",6,2021,"10m",0
"Argyrotegium fordianum",6,2021,"15m",0
"Asperula gunnii",6,2021,"1m",0
"Asperula gunnii",6,2021,"5m",0
"Asperula gunnii",6,2021,"10m",0
"Asperula gunnii",6,2021,"15m",0
"Bossiaea sericea",6,2021,"1m",0
"Bossiaea sericea",6,2021,"5m",0
"Bossiaea sericea",6,2021,"10m",0
"Bossiaea sericea",6,2021,"15m",1
"Brachyscome decipiens",6,2021,"1m",0
"Brachyscome decipiens",6,2021,"5m",0
"Brachyscome decipiens",6,2021,"10m",0
"Brachyscome decipiens",6,2021,"15m",1
"Brachyscome spathulata",6,2021,"1m",0
"Brachyscome spathulata",6,2021,"5m",0
"Brachyscome spathulata",6,2021,"10m",0
"Brachyscome spathulata",6,2021,"15m",0
"Carex breviculmis",6,2021,"1m",0
"Carex breviculmis",6,2021,"5m",0
"Carex breviculmis",6,2021,"10m",0
"Carex breviculmis",6,2021,"15m",0
"Carex hebes",6,2021,"1m",0
"Carex hebes",6,2021,"5m",1
"Carex hebes",6,2021,"10m",0
"Carex hebes",6,2021,"15m",0
"Celmisia costiniana",6,2021,"1m",0
"Celmisia costiniana",6,2021,"5m",0
"Celmisia costiniana",6,2021,"10m",0
"Celmisia costiniana",6,2021,"15m",0
"Colobanthus affinis",6,2021,"1m",0
"Colobanthus affinis",6,2021,"5m",0
"Colobanthus affinis",6,2021,"10m",0
"Colobanthus affinis",6,2021,"15m",0
"Cotula alpina",6,2021,"1m",0
"Cotula alpina",6,2021,"5m",0
"Cotula alpina",6,2021,"10m",0
"Cotula alpina",6,2021,"15m",0
"Craspedia aurantia",6,2021,"1m",0
"Craspedia aurantia",6,2021,"5m",1
"Craspedia aurantia",6,2021,"10m",0
"Craspedia aurantia",6,2021,"15m",1
"Craspedia gracilis",6,2021,"1m",0
"Craspedia gracilis",6,2021,"5m",0
"Craspedia gracilis",6,2021,"10m",0
"Craspedia gracilis",6,2021,"15m",0
"Grevillea australis",6,2021,"1m",0
"Grevillea australis",6,2021,"5m",0
"Grevillea australis",6,2021,"10m",0
"Grevillea australis",6,2021,"15m",0
"Hovea montana",6,2021,"1m",0
"Hovea montana",6,2021,"5m",1
"Hovea montana",6,2021,"10m",0
"Hovea montana",6,2021,"15m",0
"Hypochaeris radicata",6,2021,"1m",0
"Hypochaeris radicata",6,2021,"5m",0
"Hypochaeris radicata",6,2021,"10m",0
"Hypochaeris radicata",6,2021,"15m",1
"Kunzea muelleri",6,2021,"1m",0
"Kunzea muelleri",6,2021,"5m",0
"Kunzea muelleri",6,2021,"10m",0
"Kunzea muelleri",6,2021,"15m",0
"Leptorhynchos squamatus",6,2021,"1m",0
"Leptorhynchos squamatus",6,2021,"5m",0
"Leptorhynchos squamatus",6,2021,"10m",0
"Leptorhynchos squamatus",6,2021,"15m",0
"Luzula modesta",6,2021,"1m",0
"Luzula modesta",6,2021,"5m",0
"Luzula modesta",6,2021,"10m",0
"Luzula modesta",6,2021,"15m",1
"Microseris lanceolata",6,2021,"1m",0
"Microseris lanceolata",6,2021,"5m",0
"Microseris lanceolata",6,2021,"10m",0
"Microseris lanceolata",6,2021,"15m",1
"Olearia brevipedunculata",6,2021,"1m",0
"Olearia brevipedunculata",6,2021,"5m",0
"Olearia brevipedunculata",6,2021,"10m",0
"Olearia brevipedunculata",6,2021,"15m",0
"Olearia frostii",6,2021,"1m",1
"Olearia frostii",6,2021,"5m",1
"Olearia frostii",6,2021,"10m",0
"Olearia frostii",6,2021,"15m",1
"Oreomyrrhis eriopoda",6,2021,"1m",0
"Oreomyrrhis eriopoda",6,2021,"5m",0
"Oreomyrrhis eriopoda",6,2021,"10m",0
"Oreomyrrhis eriopoda",6,2021,"15m",0
"Orites lancifolius",6,2021,"1m",0
"Orites lancifolius",6,2021,"5m",0
"Orites lancifolius",6,2021,"10m",0
"Orites lancifolius",6,2021,"15m",1
"Ozothamnus alpinus",6,2021,"1m",0
"Ozothamnus alpinus",6,2021,"5m",0
"Ozothamnus alpinus",6,2021,"10m",0
"Ozothamnus alpinus",6,2021,"15m",0
"Pappochroma bellidioides",6,2021,"1m",0
"Pappochroma bellidioides",6,2021,"5m",0
"Pappochroma bellidioides",6,2021,"10m",0
"Pappochroma bellidioides",6,2021,"15m",0
"Pappochroma nitidum",6,2021,"1m",0
"Pappochroma nitidum",6,2021,"5m",0
"Pappochroma nitidum",6,2021,"10m",0
"Pappochroma nitidum",6,2021,"15m",0
"Pentachondra pumila",6,2021,"1m",0
"Pentachondra pumila",6,2021,"5m",0
"Pentachondra pumila",6,2021,"10m",0
"Pentachondra pumila",6,2021,"15m",0
"Phebalium squamulosum",6,2021,"1m",0
"Phebalium squamulosum",6,2021,"5m",0
"Phebalium squamulosum",6,2021,"10m",0
"Phebalium squamulosum",6,2021,"15m",1
"Pimelea axiflora",6,2021,"1m",0
"Pimelea axiflora",6,2021,"5m",0
"Pimelea axiflora",6,2021,"10m",0
"Pimelea axiflora",6,2021,"15m",0
"Plantago euryphylla",6,2021,"1m",0
"Plantago euryphylla",6,2021,"5m",0
"Plantago euryphylla",6,2021,"10m",0
"Plantago euryphylla",6,2021,"15m",0
"Poa costiniana",6,2021,"1m",0
"Poa costiniana",6,2021,"5m",0
"Poa costiniana",6,2021,"10m",0
"Poa costiniana",6,2021,"15m",0
"Poa hiemata",6,2021,"1m",1
"Poa hiemata",6,2021,"5m",1
"Poa hiemata",6,2021,"10m",0
"Poa hiemata",6,2021,"15m",1
"Poa hothamensis",6,2021,"1m",0
"Poa hothamensis",6,2021,"5m",0
"Poa hothamensis",6,2021,"10m",0
"Poa hothamensis",6,2021,"15m",0
"Poa phillipsiana",6,2021,"1m",0
"Poa phillipsiana",6,2021,"5m",0
"Poa phillipsiana",6,2021,"10m",0
"Poa phillipsiana",6,2021,"15m",0
"Prasophyllum sp.",6,2021,"1m",0
"Prasophyllum sp.",6,2021,"5m",0
"Prasophyllum sp.",6,2021,"10m",0
"Prasophyllum sp.",6,2021,"15m",0
"Ranunculus victoriensis",6,2021,"1m",0
"Ranunculus victoriensis",6,2021,"5m",1
"Ranunculus victoriensis",6,2021,"10m",0
"Ranunculus victoriensis",6,2021,"15m",0
"Rytidosperma nudiflorum",6,2021,"1m",1
"Rytidosperma nudiflorum",6,2021,"5m",1
"Rytidosperma nudiflorum",6,2021,"10m",0
"Rytidosperma nudiflorum",6,2021,"15m",1
"Scleranthus biflorus",6,2021,"1m",0
"Scleranthus biflorus",6,2021,"5m",0
"Scleranthus biflorus",6,2021,"10m",0
"Scleranthus biflorus",6,2021,"15m",0
"Scleranthus singuliflorus",6,2021,"1m",0
"Scleranthus singuliflorus",6,2021,"5m",0
"Scleranthus singuliflorus",6,2021,"10m",0
"Scleranthus singuliflorus",6,2021,"15m",0
"Senecio gunnii",6,2021,"1m",0
"Senecio gunnii",6,2021,"5m",0
"Senecio gunnii",6,2021,"10m",0
"Senecio gunnii",6,2021,"15m",1
"Senecio pinnatifolius",6,2021,"1m",0
"Senecio pinnatifolius",6,2021,"5m",0
"Senecio pinnatifolius",6,2021,"10m",0
"Senecio pinnatifolius",6,2021,"15m",1
"Stackhousia monogyna",6,2021,"1m",0
"Stackhousia monogyna",6,2021,"5m",0
"Stackhousia monogyna",6,2021,"10m",0
"Stackhousia monogyna",6,2021,"15m",0
"Stylidium sp.",6,2021,"1m",0
"Stylidium sp.",6,2021,"5m",0
"Stylidium sp.",6,2021,"10m",0
"Stylidium sp.",6,2021,"15m",0
"Tasmannia xerophila",6,2021,"1m",0
"Tasmannia xerophila",6,2021,"5m",0
"Tasmannia xerophila",6,2021,"10m",0
"Tasmannia xerophila",6,2021,"15m",0
"Trachymene humilis",6,2021,"1m",0
"Trachymene humilis",6,2021,"5m",0
"Trachymene humilis",6,2021,"10m",0
"Trachymene humilis",6,2021,"15m",0
"Trisetum spicatum",6,2021,"1m",0
"Trisetum spicatum",6,2021,"5m",0
"Trisetum spicatum",6,2021,"10m",0
"Trisetum spicatum",6,2021,"15m",0
"Viola betonicifolia",6,2021,"1m",0
"Viola betonicifolia",6,2021,"5m",0
"Viola betonicifolia",6,2021,"10m",0
"Viola betonicifolia",6,2021,"15m",0
"Xerochrysum subundulatum",6,2021,"1m",0
"Xerochrysum subundulatum",6,2021,"5m",0
"Xerochrysum subundulatum",6,2021,"10m",0
"Xerochrysum subundulatum",6,2021,"15m",0
"Acaena novae-zelandiae",7,2021,"1m",0
"Acaena novae-zelandiae",7,2021,"5m",0
"Acaena novae-zelandiae",7,2021,"10m",0
"Acaena novae-zelandiae",7,2021,"15m",1
"Acetosella vulgaris",7,2021,"1m",0
"Acetosella vulgaris",7,2021,"5m",1
"Acetosella vulgaris",7,2021,"10m",0
"Acetosella vulgaris",7,2021,"15m",1
"Acrothamnus montanus",7,2021,"1m",0
"Acrothamnus montanus",7,2021,"5m",0
"Acrothamnus montanus",7,2021,"10m",0
"Acrothamnus montanus",7,2021,"15m",0
"Agrostis venusta",7,2021,"1m",0
"Agrostis venusta",7,2021,"5m",0
"Agrostis venusta",7,2021,"10m",0
"Agrostis venusta",7,2021,"15m",1
"Argyrotegium fordianum",7,2021,"1m",1
"Argyrotegium fordianum",7,2021,"5m",1
"Argyrotegium fordianum",7,2021,"10m",0
"Argyrotegium fordianum",7,2021,"15m",1
"Asperula gunnii",7,2021,"1m",0
"Asperula gunnii",7,2021,"5m",0
"Asperula gunnii",7,2021,"10m",0
"Asperula gunnii",7,2021,"15m",0
"Bossiaea sericea",7,2021,"1m",0
"Bossiaea sericea",7,2021,"5m",0
"Bossiaea sericea",7,2021,"10m",0
"Bossiaea sericea",7,2021,"15m",0
"Brachyscome decipiens",7,2021,"1m",1
"Brachyscome decipiens",7,2021,"5m",1
"Brachyscome decipiens",7,2021,"10m",0
"Brachyscome decipiens",7,2021,"15m",1
"Brachyscome spathulata",7,2021,"1m",0
"Brachyscome spathulata",7,2021,"5m",0
"Brachyscome spathulata",7,2021,"10m",0
"Brachyscome spathulata",7,2021,"15m",0
"Carex breviculmis",7,2021,"1m",0
"Carex breviculmis",7,2021,"5m",0
"Carex breviculmis",7,2021,"10m",0
"Carex breviculmis",7,2021,"15m",1
"Carex hebes",7,2021,"1m",1
"Carex hebes",7,2021,"5m",1
"Carex hebes",7,2021,"10m",0
"Carex hebes",7,2021,"15m",1
"Celmisia costiniana",7,2021,"1m",0
"Celmisia costiniana",7,2021,"5m",0
"Celmisia costiniana",7,2021,"10m",0
"Celmisia costiniana",7,2021,"15m",1
"Colobanthus affinis",7,2021,"1m",0
"Colobanthus affinis",7,2021,"5m",0
"Colobanthus affinis",7,2021,"10m",0
"Colobanthus affinis",7,2021,"15m",0
"Cotula alpina",7,2021,"1m",0
"Cotula alpina",7,2021,"5m",0
"Cotula alpina",7,2021,"10m",0
"Cotula alpina",7,2021,"15m",0
"Craspedia aurantia",7,2021,"1m",1
"Craspedia aurantia",7,2021,"5m",1
"Craspedia aurantia",7,2021,"10m",0
"Craspedia aurantia",7,2021,"15m",1
"Craspedia gracilis",7,2021,"1m",0
